ALUNO;ANO;PEDRA;DESTAQUE_IPV;DESTAQUE_IDA;TURMA;ANOS_PM;REC_EQUIPE_4;REC_EQUIPE_2;SINALIZADOR_INGRESSANTE;DESTAQUE_IEG;REC_EQUIPE_3;NOTA_MAT;CF;REC_AVA_3;CT;INDICADO_BOLSA;IDADE_ALUNO;BOLSISTA;IPV;IAA;IAN;FASE_TURMA;IPP;DEFASAGEM;REC_EQUIPE_1;REC_AVA_4;INSTITUICAO_ENSINO_ALUNO;IDA;NOTA_PORT;NOTA_ING;IPS;ANO_INGRESSO;QTD_AVAL;IEG;PONTO_VIRADA;REC_AVA_2;NIVEL_IDEAL;INDE;CG;INDE_CONCEITO;FASE;REC_AVA_1
ALUNO-1288;2020;Ágata;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;4;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;16;;7.499995;0;10;6B;7.1875;;;;Rede Decisão/União;6;;;7.5;;;7.8;Não;;;6.728749;;C;;
ALUNO-1288;2021;Ágata;;;A;;Promovido de Fase;Promovido de Fase + Bolsa;Veterano;;Promovido de Fase + Bolsa;;;;;;;;5.4;8.8;10.0;;6.7;0.0;Mantido na Fase atual;;Rede Decisão;5.8;;;5.6;;;7.2;Não;;Nível 7 (3o EM);6.787;;;7.0;
ALUNO-1288;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-1289;2020;Ágata;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;0;;;;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;;;;;;;12;;6.666663333333334;8.500020000000001;5;2L;6.666666666666667;;;;Escola Pública;3;;;7.5;;;7.1;Não;;;6.120001333333334;;C;;
ALUNO-1289;2021;Ágata;;;L;;Não avaliado;Mantido na Fase atual;Veterano;;Mantido na Fase atual;;;;;;;;7.1;8.5;5.0;;7.9;-1.0;Mantido na Fase atual;;Escola Pública;4.8;;;7.5;;;7.9;Não;;Nível 3 (7o e 8o ano);6.860;;;2.0;
ALUNO-1289;2022;Ametista;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;K;;;;;Destaque: A sua boa entrega das lições de casa.;;5.83;54.0;Mantido na Fase atual;9.0;Não;;Não;6.62;9.58;5.0;;7.19;;;Promovido de Fase;;5.64;4.5;6.6;7.5;2020.0;4.0;8.75;Não;Mantido na Fase atual;Fase 4 (9º ano);7.13;448.0;;3.0;Mantido na Fase atual
ALUNO-1290;2020;Ágata;;Seu destaque em 2020: As suas boas notas na Faculdade.;;2;;;;Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado.;;;;;;;18;;0;8.33334;10;8A;0;;;;FIAP;9;;;8.75;;;0;;;;7.183333999999999;;C;;
ALUNO-1290;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-1290;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-1291;2020;Ametista;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;;0;;;;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;;;;;;;9;;7.5;6.9166799999999995;10;1K;7.291666666666667;;;;Escola Pública;10;;;7.5;;;6.9;Não;;;8.050834666666667;;B;;
ALUNO-1291;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-1291;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-1292;2020;Topázio;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;;1;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;11;;8.222226666666668;10.000020000000001;10;2P;8.75;;;;Escola Pública;9;;;7.5;;;9.4;Não;;;8.949447333333334;;A;;
ALUNO-1292;2021;Topázio;;;A;;Não avaliado;Promovido de Fase + Bolsa;Veterano;;Promovido de Fase;;;;;;;;8.7;9.6;10.0;;8.8;0.0;Promovido de Fase + Bolsa;;Rede Decisão;6.7;;;7.5;;;9.7;Não;;Nível 3 (7o e 8o ano);8.614;;;3.0;
ALUNO-1292;2022;Topázio;Destaque: A sua boa integração aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;A;;;;;Destaque: A sua boa entrega das lições de casa.;;7.17;2.0;Promovido de Fase;1.0;Não;;Sim;8.5;10.0;10.0;;8.59;;;Promovido de Fase + Bolsa;;7.16;8.0;6.3;8.75;2019.0;4.0;9.37;Sim;Promovido de Fase;Fase 3 (7º e 8º ano);8.74;13.0;;3.0;Promovido de Fase + Bolsa
ALUNO-1293;2020;Quartzo;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;1;;;;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;;;;;;;12;;8.055556666666668;0;5;2C;7.708333333333334;;;;Escola Pública;0;;;7.5;;;1.1;Não;;;3.8519446666666672;;D;;
ALUNO-1293;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-1293;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-1294;2020;Quartzo;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;1;;;;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;;;;;;;16;;5.0833275;7.91667;10;6B;6.25;;;;Escola Pública;0;;;5;;;2.8;Não;;;4.4933325;;D;;
ALUNO-1294;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-1294;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-1295;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-1295;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-1295;2022;Ágata;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;N;;;;;Melhorar: Melhorar a sua entrega de lições de casa.;;6.67;133.0;Mantido na Fase atual;7.0;Não;;Não;7.22;8.5;5.0;;6.25;;;;;7.0;7.33;nan;7.5;2022.0;3.0;6.79;Não;Mantido na Fase atual;Fase 3 (7º e 8º ano);6.93;515.0;;1.0;Mantido na Fase atual
ALUNO-1296;2020;Ágata;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;1;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;10;;7.25;8.500020000000001;5;1A;5.9375;;;;Escola Pública;5.75;;;5.625;;;8.7;Não;;;6.846252000000001;;C;;
ALUNO-1296;2021;Ágata;;;G;;Não avaliado;Mantido na Fase atual;Veterano;;Mantido na Fase atual;;;;;;;;7.2;9.5;5.0;;7.5;-1.0;Promovido de Fase;;Escola Pública;3.5;;;7.5;;;8.8;Não;;Nível 2 (5o e 6o ano);6.844;;;1.0;
ALUNO-1296;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-1297;2020;Ágata;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;1;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;18;;7.7916675;7.91667;5;7B;7.5;;;;Escola Pública;5.666666666666667;;;6.875;;;8.3;Não;;;7.080833833333333;;C;;
ALUNO-1297;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-1297;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-1298;2020;Topázio;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;;1;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;8;;6.583335;9.500020000000001;10;0F;7.5;;;;Escola Pública;9;;;7.5;;;9.9;Não;;;8.546669;;A;;
ALUNO-1298;2021;Ametista;;;O;;Não avaliado;Mantido na Fase atual;Veterano;;Não avaliado;;;;;;;;7.8;10.0;5.0;;7.5;-1.0;Mantido na Fase atual;;Escola Pública;6.4;;;7.5;;;8.3;Não;;Nível 1 (4o ano);7.521;;;0.0;
ALUNO-1298;2022;Ágata;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;J;;;;;Destaque: A sua boa entrega das lições de casa.;;4.67;143.0;Mantido na Fase atual;12.0;Não;;Não;7.33;8.0;5.0;;5.83;;;;;4.58;4.5;nan;7.5;2019.0;3.0;8.49;Não;Mantido na Fase atual;Fase 2 (5º e 6º ano);6.71;585.0;;1.0;Mantido na Fase atual
ALUNO-1299;2020;Ametista;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;3;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;14;;8.583335;7.91667;10;6A;8.28125;;;;Rede Decisão/União;5.166666666666667;;;7.5;;;8.5;Não;;;7.819792333333333;;B;;
ALUNO-1299;2021;Ametista;;;A;;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Veterano;;Promovido de Fase + Bolsa;;;;;;;;7.8;7.1;10.0;;8.3;0.0;Promovido de Fase + Bolsa;;Rede Decisão;7.2;;;7.5;;;8.3;Não;;Nível 7 (3o EM);7.936;;;7.0;
ALUNO-1299;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-1300;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-1300;2021;Ametista;;;J;;Não avaliado;Mantido na Fase atual;Ingressante;;Promovido de Fase;;;;;;;;7.8;9.0;5.0;;7.9;-1.0;Mantido na Fase atual;;Escola Pública;5.3;;;7.5;;;8.8;Não;;Nível 2 (5o e 6o ano);7.297;;;1.0;
ALUNO-1300;2022;Ametista;Destaque: A sua boa integração aos Princípios Passos Mágicos.;Destaque: As suas boas notas na Passos Mágicos.;P;;;;;Destaque: A sua boa entrega das lições de casa.;;8.0;45.0;Mantido na Fase atual;1.0;Sim;;Não;8.28;9.5;5.0;;6.04;;;;;8.83;9.67;nan;7.5;2021.0;3.0;8.02;Não;Promovido de Fase;Fase 2 (5º e 6º ano);7.83;195.0;;1.0;Promovido de Fase + Bolsa
ALUNO-1301;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-1301;2021;Ametista;;;D;;Não avaliado;Mantido na Fase atual;Ingressante;;Promovido de Fase;;;;;;;;8.7;9.6;10.0;;8.3;0.0;Promovido de Fase;;Escola Pública;6.0;;;7.5;;;7.5;Não;;Nível 3 (7o e 8o ano);7.983;;;3.0;
ALUNO-1301;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-1302;2020;Quartzo;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;1;;;;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;;;;;;;11;;6.944439999999998;8.000020000000001;5;1R;7.083333333333334;;;;Escola Pública;0;;;7.5;;;0.9;Não;;;4.3272233333333325;;D;;
ALUNO-1302;2021;Quartzo;;;R;;Não avaliado;Mantido na Fase atual;Veterano;;Mantido na Fase atual;;;;;;;;5.3;0.0;5.0;;7.2;-2.0;Mantido na Fase atual;;Escola Pública;0.6;;;7.5;;;3.3;Não;;Nível 3 (7o e 8o ano);3.827;;;1.0;
ALUNO-1302;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-1303;2020;Ágata;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;4;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;13;;8.5;9.000020000000001;5;2H;5;;;;Escola Pública;3;;;4.375;;;7.9;Não;;;6.2175020000000005;;C;;
ALUNO-1303;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-1303;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-1304;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-1304;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-1304;2022;Ametista;Destaque: A sua boa integração aos Princípios Passos Mágicos.;Destaque: As suas boas notas na Passos Mágicos.;A;;;;;Destaque: A sua boa entrega das lições de casa.;;7.33;28.0;Promovido de Fase;4.0;Não;;Não;7.54;7.5;2.5;;6.25;;;;;7.83;6.5;9.67;7.5;2022.0;3.0;8.44;Não;Mantido na Fase atual;Fase 8 (Universitários);7.14;445.0;;5.0;Promovido de Fase
ALUNO-1305;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-1305;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-1305;2022;Quartzo;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;F;;;;;Melhorar: Melhorar a sua entrega de lições de casa.;;2.3;186.0;;10.0;Não;;Não;7.08;9.5;5.0;;5.31;;;;;2.32;2.33;nan;7.5;2022.0;2.0;3.51;Não;Mantido na Fase atual;Fase 2 (5º e 6º ano);5.31;801.0;;0.0;Mantido na Fase atual
ALUNO-1306;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-1306;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-1306;2022;Quartzo;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;A;;;;;Melhorar: Melhorar a sua entrega de lições de casa.;;4.5;66.0;Mantido na Fase atual;13.0;Não;;Não;5.0;7.92;5.0;;5.47;;;Alocado em Fase anterior;;5.25;6.0;nan;7.5;2022.0;4.0;6.28;Não;Mantido na Fase atual;Fase 6 (2º EM);5.89;738.0;;4.0;Promovido de Fase
ALUNO-1307;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-1307;2021;Ametista;;;B;;Não avaliado;Mantido na Fase atual;Ingressante;;Mantido na Fase atual;;;;;;;;7.2;7.0;10.0;;7.5;0.0;Mantido na Fase atual;;Escola Pública;4.8;;;7.5;;;6.7;Não;;Nível 2 (5o e 6o ano);6.917;;;2.0;
ALUNO-1307;2022;Quartzo;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;B;;;;;Destaque: A sua boa entrega das lições de casa.;;5.17;143.0;Mantido na Fase atual;13.0;Não;;Não;3.94;9.5;5.0;;3.96;;;;;3.67;2.17;nan;7.5;2021.0;3.0;7.7;Não;Promovido de Fase;Fase 3 (7º e 8º ano);5.66;770.0;;2.0;Mantido na Fase atual
ALUNO-1308;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-1308;2021;Quartzo;;;D;;Não avaliado;Promovido de Fase;Ingressante;;Mantido na Fase atual;;;;;;;;7.8;7.1;5.0;;7.5;-1.0;Promovido de Fase;;Escola Pública;2.3;;;2.5;;;3.3;Não;;Nível 4 (9o ano);4.892;;;3.0;
ALUNO-1308;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-1309;2020;Ametista;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;1;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;17;;8.0416725;7.5;10;7A;8.125;;;;Escola Pública;6.833333333333333;;;7.5;;;8;Não;;;7.887501166666667;;B;;
ALUNO-1309;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-1309;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-1310;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-1310;2021;Ágata;;;A;;Não avaliado;Promovido de Fase;Ingressante;;Mantido na Fase atual;;;;;;;;7.2;9.2;10.0;;7.5;0.0;Mantido na Fase atual;;Escola Pública;3.5;;;7.5;;;5.3;Não;;Nível 3 (7o e 8o ano);6.625;;;3.0;
ALUNO-1310;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-1311;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-1311;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-1311;2022;Ágata;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;E;;;;;Melhorar: Melhorar a sua entrega de lições de casa.;;5.5;73.0;Mantido na Fase atual;2.0;Não;;Não;6.42;8.33;5.0;;7.19;;;Mantido na Fase atual;;6.25;7.0;nan;7.5;2022.0;4.0;7.27;Não;Mantido na Fase atual;Fase 4 (9º ano);6.79;559.0;;3.0;Promovido de Fase
ALUNO-1312;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-1312;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-1312;2022;Quartzo;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;L;;;;;Melhorar: Melhorar a sua entrega de lições de casa.;;3.83;132.0;Mantido na Fase atual;8.0;Não;;Não;3.33;8.75;10.0;;5.47;;;Mantido na Fase atual;;2.28;2.0;1.0;7.5;2022.0;4.0;2.9;Não;Mantido na Fase atual;Fase 3 (7º e 8º ano);4.87;831.0;;3.0;Mantido na Fase atual
ALUNO-1313;2020;Quartzo;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;0;;;;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;;;;;;;14;;5.666660000000001;8.33334;5;3H;7.5;;;;Escola Pública;2.1666666666666665;;;5;;;5.2;Não;;;5.189999333333334;;D;;
ALUNO-1313;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-1313;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-1314;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-1314;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-1314;2022;Quartzo;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;C;;;;;Melhorar: Melhorar a sua entrega de lições de casa.;;3.5;133.0;Mantido na Fase atual;6.0;Não;;Não;5.12;0.0;5.0;;5.31;;;Alocado em Fase anterior;;4.25;5.0;nan;7.5;2022.0;4.0;6.07;Não;Mantido na Fase atual;Fase 5 (1º EM);4.87;832.0;;3.0;Promovido de Fase
ALUNO-1315;2020;Quartzo;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;4;;;;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;;;;;;;12;;5.999995;8.000020000000001;5;2B;3.75;;;;Rede Decisão/União;4.5;;;5;;;6.9;Não;;;5.655001;;D;;
ALUNO-1315;2021;Quartzo;;;B;;Não avaliado;Mantido na Fase atual;Veterano;;Mantido na Fase atual;;;;;;;;5.7;8.9;5.0;;5.0;-1.0;Mantido na Fase atual;;Rede Decisão;4.3;;;4.4;;;3.8;Não;;Nível 3 (7o e 8o ano);5.075;;;2.0;
ALUNO-1315;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-1316;2020;Topázio;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;;1;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;10;;7.750005;9.500020000000001;5;0B;7.5;;;;Escola Pública;10;;;7.5;;;10;Não;;;8.500003;;A;;
ALUNO-1316;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-1316;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-1317;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-1317;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-1317;2022;Ágata;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;N;;;;;Melhorar: Melhorar a sua entrega de lições de casa.;;2.5;69.0;Mantido na Fase atual;7.0;Não;;Não;6.61;9.17;10.0;;7.19;;;;;3.44;7.33;0.5;7.5;2022.0;3.0;7.32;Não;Mantido na Fase atual;Fase 3 (7º e 8º ano);6.86;535.0;;3.0;Promovido de Fase
ALUNO-1318;2020;Ágata;;Seu destaque em 2020: As suas boas notas na Faculdade.;;4;;;;Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado.;;;;;;;20;;0;8.75001;10;8A;0;;;;Estácio;9.7;;;7.5;;;0;;;;7.255001;;C;;
ALUNO-1318;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-1318;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-1319;2020;Ametista;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;;1;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;10;;7.5;6.41668;5;1J;7.291666666666667;;;;Escola Pública;10;;;6.875;;;9.2;Não;;;7.898334666666667;;B;;
ALUNO-1319;2021;Ametista;;;R;;Não avaliado;Promovido de Fase;Veterano;;Mantido na Fase atual;;;;;;;;8.4;6.4;10.0;;8.1;0.0;Promovido de Fase;;Escola Pública;6.3;;;5.0;;;8.3;Não;;Nível 2 (5o e 6o ano);7.572;;;2.0;
ALUNO-1319;2022;Ametista;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Q;;;;;Destaque: A sua boa entrega das lições de casa.;;9.17;59.0;Promovido de Fase;4.0;Não;;Não;7.22;7.0;5.0;;5.62;;;;;7.25;5.33;nan;8.12;2019.0;3.0;9.05;Não;Promovido de Fase;Fase 3 (7º e 8º ano);7.28;401.0;;2.0;Promovido de Fase
ALUNO-1320;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-1320;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-1320;2022;Quartzo;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Q;;;;;Destaque: A sua boa entrega das lições de casa.;;6.0;140.0;Mantido na Fase atual;11.0;Não;;Não;5.06;6.83;5.0;;5.0;;;;;3.25;0.5;nan;7.5;2022.0;3.0;8.08;Não;Mantido na Fase atual;Fase 3 (7º e 8º ano);5.71;758.0;;2.0;Mantido na Fase atual
ALUNO-1321;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-1321;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-1321;2022;Ágata;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;E;;;;;Destaque: A sua boa entrega das lições de casa.;;6.67;165.0;;4.0;Não;;Não;6.0;5.17;5.0;;4.38;;;;;7.08;7.5;nan;7.5;2022.0;2.0;9.18;Não;Promovido de Fase;Fase 1 (4º ano);6.66;603.0;;0.0;Promovido de Fase
ALUNO-1322;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-1322;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
